,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
10609,Mount Road ATM,THURSDAY,NH,W,WWW,5,2,2017,311000,689200
10614,Mount Road ATM,FRIDAY,NH,W,WWH,5,2,2017,311000,197200
10619,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2017,311000,218900
10624,Mount Road ATM,SUNDAY,NH,H,HHW,6,2,2017,311000,241000
10627,Mount Road ATM,MONDAY,NH,W,HWW,6,2,2017,336843,394600
10632,Mount Road ATM,TUESDAY,NH,W,WWW,6,2,2017,336843,458600
10637,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,2017,336843,31000
10650,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2017,336843,2000
10659,Mount Road ATM,MONDAY,NH,W,HWW,2,3,2017,221550,621800
10663,Mount Road ATM,TUESDAY,NH,W,WWW,2,3,2017,221550,159500
10671,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,2017,221550,131800
10673,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,2017,221550,362200
10675,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2017,221550,147000
10677,Mount Road ATM,MONDAY,NH,W,HWW,3,3,2017,284460,389400
10680,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,2017,284460,277600
10685,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,2017,284460,208600
10689,Mount Road ATM,THURSDAY,NH,W,WWW,4,3,2017,284460,354500
10693,Mount Road ATM,FRIDAY,NH,W,WWH,4,3,2017,284460,408400
10698,Mount Road ATM,SATURDAY,NH,H,WHH,4,3,2017,284460,226300
10703,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2017,284460,52100
10707,Mount Road ATM,MONDAY,NH,W,HWW,4,3,2017,273843,158100
10712,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,2017,273843,148000
10717,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,3,2017,273843,257900
10722,Mount Road ATM,THURSDAY,NH,W,WWW,5,3,2017,273843,211000
10727,Mount Road ATM,FRIDAY,NH,W,WWH,5,3,2017,273843,202300
10732,Mount Road ATM,SATURDAY,NH,H,WHH,5,3,2017,273843,245500
10737,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2017,273843,61100
10742,Mount Road ATM,MONDAY,NH,W,HWW,6,3,2017,183415,357700
10747,Mount Road ATM,TUESDAY,NH,W,WWH,6,3,2017,183415,70000
10751,Mount Road ATM,WEDNESDAY,N,H,WHW,6,3,2017,183415,461300
10755,Mount Road ATM,THURSDAY,NH,W,HWW,6,3,2017,183415,200200
10759,Mount Road ATM,FRIDAY,NH,W,WWH,7,3,2017,183415,330700
10766,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2017,183415,225300
10770,Mount Road ATM,MONDAY,NH,W,HWW,1,4,2017,274200,806600
10775,Mount Road ATM,TUESDAY,NH,W,WWW,1,4,2017,274200,952800
10780,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,4,2017,274200,768300
10785,Mount Road ATM,THURSDAY,NH,W,WWW,2,4,2017,274200,695200
10789,Mount Road ATM,FRIDAY,NH,W,WWH,2,4,2017,274200,1213600
10793,Mount Road ATM,SATURDAY,NH,H,WHH,2,4,2017,274200,572900
10797,Mount Road ATM,SUNDAY,H,H,HHW,2,4,2017,274200,507700
10801,Mount Road ATM,MONDAY,NH,W,HWW,2,4,2017,788158,648800
10806,Mount Road ATM,TUESDAY,NH,W,WWW,3,4,2017,788158,648700
10811,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,4,2017,788158,349600
10816,Mount Road ATM,THURSDAY,NH,W,WWH,3,4,2017,788158,477400
10821,Mount Road ATM,FRIDAY,N,H,WHH,3,4,2017,788158,494200
10825,Mount Road ATM,SATURDAY,NH,H,HHH,3,4,2017,788158,299000
10830,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2017,788158,200400
10835,Mount Road ATM,MONDAY,NH,W,HWW,4,4,2017,445443,202800
10840,Mount Road ATM,TUESDAY,NH,W,WWW,4,4,2017,445443,307900
10844,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,4,2017,445443,229200
10848,Mount Road ATM,THURSDAY,NH,W,WWW,4,4,2017,445443,201700
10852,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,2017,445443,182200
10856,Mount Road ATM,SATURDAY,NH,H,WHH,5,4,2017,445443,449400
10860,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2017,445443,95400
10864,Mount Road ATM,MONDAY,NH,W,HWW,5,4,2017,238372,179400
10868,Mount Road ATM,TUESDAY,NH,W,WWW,5,4,2017,238372,183400
10872,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,4,2017,238372,352800
10878,Mount Road ATM,THURSDAY,NH,W,WWW,6,4,2017,238372,307100
10883,Mount Road ATM,FRIDAY,NH,W,WWH,6,4,2017,238372,57400
10887,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,2017,238372,128800
10891,Mount Road ATM,SUNDAY,NH,H,HHH,6,4,2017,238372,84400
10895,Mount Road ATM,MONDAY,N,H,HHW,1,5,2017,184758,65500
10899,Mount Road ATM,TUESDAY,NH,W,HWW,1,5,2017,184758,183200
10904,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,5,2017,184758,195500
10909,Mount Road ATM,THURSDAY,NH,W,WWW,1,5,2017,184758,267200
10914,Mount Road ATM,FRIDAY,NH,W,WWH,1,5,2017,184758,256200
10919,Mount Road ATM,SATURDAY,NH,H,WHH,2,5,2017,184758,164000
10924,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2017,184758,101700
10929,Mount Road ATM,MONDAY,NH,W,HWW,2,5,2017,176186,202300
10934,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,2017,176186,106700
10939,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,2017,176186,134900
10944,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,2017,176186,770400
10949,Mount Road ATM,FRIDAY,NH,W,WWH,3,5,2017,176186,359600
10954,Mount Road ATM,SATURDAY,NH,H,WHH,3,5,2017,176186,293300
10958,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2017,176186,63700
10962,Mount Road ATM,MONDAY,NH,W,HWW,3,5,2017,275843,201300
10966,Mount Road ATM,TUESDAY,NH,W,WWW,4,5,2017,275843,270500
10969,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,5,2017,275843,161400
10973,Mount Road ATM,THURSDAY,NH,W,WWW,4,5,2017,275843,224400
10978,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,2017,275843,270000
10982,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,2017,275843,104000
10987,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,2017,275843,28400
10992,Mount Road ATM,MONDAY,NH,W,HWW,5,5,2017,180000,195700
10997,Mount Road ATM,TUESDAY,NH,W,WWW,5,5,2017,180000,365900
11002,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,2017,180000,595800
11007,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,2017,180000,280400
11012,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,2017,180000,222000
11017,Mount Road ATM,SATURDAY,NH,H,WHH,6,5,2017,180000,221600
11022,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,2017,180000,228700
11027,Mount Road ATM,MONDAY,NH,W,HWW,6,5,2017,301443,210500
11032,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,2017,301443,247000
11037,Mount Road ATM,WEDNESDAY,NH,W,WWW,7,5,2017,301443,466800
11042,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,2017,301443,473000
11047,Mount Road ATM,FRIDAY,NH,W,WWH,1,6,2017,301443,285100
11051,Mount Road ATM,SATURDAY,NH,H,WHH,1,6,2017,301443,449100
11055,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2017,301443,181600
11059,Mount Road ATM,MONDAY,NH,W,HWW,1,6,2017,330443,398600
11063,Mount Road ATM,TUESDAY,NH,W,WWW,2,6,2017,330443,575500
11067,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,6,2017,330443,856400
11071,Mount Road ATM,THURSDAY,NH,W,WWW,2,6,2017,330443,647900
11075,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,2017,330443,258900
11079,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2017,330443,124900
11083,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2017,330443,184700
11087,Mount Road ATM,MONDAY,NH,W,HWW,3,6,2017,435272,142200
11091,Mount Road ATM,TUESDAY,NH,W,WWW,3,6,2017,435272,156800
11094,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,2017,435272,185000
11097,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,2017,435272,124400
11101,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,2017,435272,81600
11105,Mount Road ATM,SATURDAY,NH,H,WHH,4,6,2017,435272,115000
11109,Mount Road ATM,SUNDAY,NH,H,HHW,4,6,2017,435272,35400
11113,Mount Road ATM,MONDAY,NH,W,HWW,4,6,2017,120058,80700
11117,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,2017,120058,138000
11121,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,6,2017,120058,170200
11125,Mount Road ATM,THURSDAY,NH,W,WWW,5,6,2017,120058,123500
11129,Mount Road ATM,FRIDAY,NH,W,WWH,5,6,2017,120058,72500
11134,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2017,120058,117000
11139,Mount Road ATM,SUNDAY,NH,H,HHH,5,6,2017,120058,83400
11144,Mount Road ATM,MONDAY,M,H,HHW,6,6,2017,112186,211700
11148,Mount Road ATM,TUESDAY,NH,W,HWW,6,6,2017,112186,70100
11153,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,6,2017,112186,125900
11158,Mount Road ATM,THURSDAY,NH,W,WWW,6,6,2017,112186,127300
11162,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,2017,112186,214700
11166,Mount Road ATM,SATURDAY,NH,H,WHH,1,7,2017,112186,104400
11171,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2017,112186,127200
11175,Mount Road ATM,MONDAY,NH,W,HWW,1,7,2017,140186,414700
11180,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,2017,140186,252000
11185,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,2017,140186,978800
11190,Mount Road ATM,THURSDAY,NH,W,WWW,2,7,2017,140186,388600
11195,Mount Road ATM,FRIDAY,NH,W,WWH,2,7,2017,140186,556000
11199,Mount Road ATM,SATURDAY,NH,H,WHH,2,7,2017,140186,197100
11203,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2017,140186,184500
11206,Mount Road ATM,MONDAY,NH,W,HWW,2,7,2017,424529,214000
11210,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,2017,424529,217500
11214,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,7,2017,424529,118200
11219,Mount Road ATM,THURSDAY,NH,W,WWW,3,7,2017,424529,90300
11224,Mount Road ATM,FRIDAY,NH,W,WWH,3,7,2017,424529,174800
11228,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2017,424529,265700
11233,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2017,424529,138700
11237,Mount Road ATM,MONDAY,NH,W,HWW,4,7,2017,174172,182500
11241,Mount Road ATM,TUESDAY,NH,W,WWW,4,7,2017,174172,317300
11245,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,2017,174172,135000
11250,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,2017,174172,147900
11254,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,2017,174172,163100
11259,Mount Road ATM,SATURDAY,NH,H,WHH,5,7,2017,174172,211800
11263,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2017,174172,170100
11267,Mount Road ATM,MONDAY,NH,W,HWW,5,7,2017,189672,124700
11272,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,2017,189672,190500
11277,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,7,2017,189672,230500
11282,Mount Road ATM,THURSDAY,NH,W,WWW,6,7,2017,189672,300900
11287,Mount Road ATM,FRIDAY,NH,W,WWH,6,7,2017,189672,230700
11292,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2017,189672,292200
11297,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2017,189672,195200
11301,Mount Road ATM,MONDAY,NH,W,HWW,7,7,2017,223529,100800
11305,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,2017,223529,255000
11309,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,8,2017,223529,315200
11314,Mount Road ATM,THURSDAY,NH,W,WWW,1,8,2017,223529,382100
11319,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,2017,223529,225400
11324,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2017,223529,505000
11329,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2017,223529,247800
11334,Mount Road ATM,MONDAY,NH,W,HWW,2,8,2017,290186,567300
11339,Mount Road ATM,TUESDAY,NH,W,WWW,2,8,2017,290186,378600
11344,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,2017,290186,315000
11349,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,2017,290186,292300
11354,Mount Road ATM,FRIDAY,NH,W,WWH,3,8,2017,290186,67600
11370,Mount Road ATM,WEDNESDAY,N,H,HHW,4,8,2017,324160,105200
11374,Mount Road ATM,THURSDAY,NH,W,HWW,4,8,2017,324160,376700
11378,Mount Road ATM,FRIDAY,NH,W,WWH,4,8,2017,324160,466900
11383,Mount Road ATM,SATURDAY,NH,H,WHH,4,8,2017,324160,291900
11388,Mount Road ATM,SUNDAY,NH,H,HHW,4,8,2017,324160,183800
11393,Mount Road ATM,MONDAY,NH,W,HWW,5,8,2017,284900,54200
11398,Mount Road ATM,TUESDAY,NH,W,WWW,5,8,2017,284900,121500
11403,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,8,2017,284900,303500
11408,Mount Road ATM,THURSDAY,NH,W,WWH,5,8,2017,284900,204500
11413,Mount Road ATM,FRIDAY,H,H,WHH,5,8,2017,284900,72000
11418,Mount Road ATM,SATURDAY,NH,H,HHH,6,8,2017,284900,216400
11423,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2017,284900,139200
11426,Mount Road ATM,MONDAY,NH,W,HWW,6,8,2017,158758,238500
11431,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,2017,158758,200700
11436,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,2017,158758,287600
11441,Mount Road ATM,THURSDAY,NH,W,WWW,7,8,2017,158758,286300
11446,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,2017,158758,245800
11451,Mount Road ATM,SATURDAY,M,H,WHH,1,9,2017,158758,467600
11456,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,2017,158758,49600
11461,Mount Road ATM,MONDAY,NH,W,HWW,1,9,2017,253729,384700
11466,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,2017,253729,406800
11471,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,2017,253729,274800
11476,Mount Road ATM,THURSDAY,NH,W,WWW,2,9,2017,253729,161500
11481,Mount Road ATM,FRIDAY,NH,W,WWH,2,9,2017,253729,158200
11486,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,2017,253729,341200
11491,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2017,253729,82700
11496,Mount Road ATM,MONDAY,NH,W,HWW,3,9,2017,258558,80500
11501,Mount Road ATM,TUESDAY,NH,W,WWW,3,9,2017,258558,188200
11506,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,9,2017,258558,367600
11511,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,2017,258558,385800
11516,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,2017,258558,189900
11521,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,2017,258558,197200
11526,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,2017,258558,328000
11531,Mount Road ATM,MONDAY,NH,W,HWW,4,9,2017,248172,141900
11536,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,2017,248172,398600
11541,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,9,2017,248172,308400
11546,Mount Road ATM,THURSDAY,NH,W,WWW,5,9,2017,248172,312600
11551,Mount Road ATM,FRIDAY,NH,W,WWH,5,9,2017,248172,337100
11555,Mount Road ATM,SATURDAY,NH,H,WHH,5,9,2017,248172,251100
11560,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2017,248172,182700
11565,Mount Road ATM,MONDAY,NH,W,HWW,5,9,2017,276058,447400
11570,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,2017,276058,153800
11575,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,9,2017,276058,167100
11580,Mount Road ATM,THURSDAY,NH,W,WWH,6,9,2017,276058,317400
11585,Mount Road ATM,FRIDAY,H,H,WHH,6,9,2017,276058,305100
